customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,Age,address,postcode,state,country,property_valuation,Valid_Address
565,Saleem,Meller,M,30.0,1959-10-02,Civil Engineer,Manufacturing,Mass Customer,N,00ËÆ$-,Yes,16.0,60.0,5861 Browning Park,2065.0,NSW,Australia,8.0,1.0
566,Datha,McPheat,F,66.0,1978-12-09,Systems Administrator I,Financial Services,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,9.0,41.0,396 Butternut Point,2230.0,NSW,Australia,12.0,1.0
567,Hashim,O'Leahy,M,73.0,1965-07-08,,Financial Services,Affluent Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,16.0,54.0,04 Hansons Street,2087.0,NSW,Australia,11.0,1.0
568,Quinn,Fulks,M,32.0,1957-12-15,VP Sales,Manufacturing,Mass Customer,N,ð©ð½,No,13.0,62.0,8601 Cardinal Court,4505.0,QLD,Australia,8.0,1.0
569,Jaime,Warkup,M,30.0,1976-01-31,Analog Circuit Design manager,IT,Mass Customer,N,â£,No,10.0,43.0,35631 Colorado Crossing,2630.0,NSW,Australia,2.0,1.0
570,Xever,Baldetti,M,14.0,1978-06-24,VP Product Management,Financial Services,Mass Customer,N,1/0,Yes,15.0,41.0,446 Dottie Court,2225.0,NSW,Australia,10.0,1.0
571,Ramonda,McKellar,F,30.0,1958-02-15,Assistant Media Planner,Entertainment,Mass Customer,N,â°â´âµâââ,No,6.0,61.0,37 Ilene Hill,3121.0,VIC,Australia,10.0,1.0
572,Clementius,Everington,M,0.0,1967-05-01,Clinical Specialist,Health,High Net Worth,N,ï½ï½¨(Â´âï½â©,Yes,5.0,52.0,909 Browning Crossing,3013.0,VIC,Australia,10.0,1.0
573,Maurits,Kix,M,39.0,1994-03-07,General Manager,,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,No,2.0,25.0,8498 Hoepker Circle,3136.0,VIC,Australia,8.0,1.0
574,Gerard,Steketee,M,95.0,1990-04-09,Senior Cost Accountant,Financial Services,Mass Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,20.0,29.0,7 Claremont Court,2111.0,NSW,Australia,12.0,1.0
575,Etan,Poyle,M,64.0,1956-06-10,VP Accounting,Financial Services,High Net Worth,N,â«testâ«,Yes,11.0,63.0,64 Hayes Circle,2209.0,NSW,Australia,11.0,1.0
576,Bart,Eakle,M,98.0,1977-05-19,Recruiter,Retail,Mass Customer,N,â©testâ©,Yes,7.0,42.0,44 Bunting Parkway,2106.0,NSW,Australia,10.0,1.0
577,Nadean,Fielding,F,41.0,1956-04-08,,Property,Mass Customer,N,,Yes,19.0,63.0,8 Pawling Alley,3930.0,VIC,Australia,8.0,1.0
578,Charyl,Haimes,F,72.0,1995-01-24,Web Developer I,,High Net Worth,N,"'""''''""",Yes,3.0,24.0,4 Carioca Way,3182.0,VIC,Australia,10.0,1.0
579,Cathlene,Bellas,F,89.0,1974-06-11,Software Engineer II,Health,Mass Customer,N,â¡,No,12.0,45.0,4559 Stoughton Lane,2097.0,NSW,Australia,10.0,1.0
580,Johnathan,Audiss,M,83.0,1975-12-03,Compensation Analyst,Financial Services,Mass Customer,N,â¢,Yes,14.0,44.0,7046 Surrey Road,2287.0,NSW,Australia,7.0,1.0
581,Brenna,Dacks,F,32.0,1969-05-22,Computer Systems Analyst IV,Financial Services,Mass Customer,N,1.00E+96,Yes,16.0,50.0,58821 Warbler Crossing,2291.0,NSW,Australia,9.0,1.0
582,Rhoda,McKeown,U,21.0,,Staff Scientist,IT,Affluent Customer,N,,No,,0.0,95 Delladonna Plaza,2283.0,NSW,Australia,4.0,1.0
583,Tirrell,Haysham,M,97.0,1986-04-14,Registered Nurse,Health,Mass Customer,N,1.00E+96,No,4.0,33.0,8 Sommers Circle,2305.0,NSW,Australia,7.0,1.0
584,Fiona,Clines,F,10.0,1995-09-15,Tax Accountant,Manufacturing,Affluent Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,19.0,24.0,3 Lunder Place,2300.0,NSW,Australia,10.0,1.0
585,Tiphany,Bonnier,F,66.0,1978-04-20,Pharmacist,Health,Mass Customer,N,,Yes,10.0,41.0,93098 Loftsgordon Pass,4179.0,QLD,Australia,4.0,1.0
586,Jayme,Baunton,F,63.0,1999-03-15,Chief Design Engineer,Manufacturing,Mass Customer,N,-1.00E+02,No,4.0,20.0,61493 Manufacturers Junction,2539.0,NSW,Australia,9.0,1.0
587,Adolphus,Seers,M,43.0,1966-05-27,Registered Nurse,Health,Mass Customer,N,"""'",Yes,19.0,53.0,1192 Declaration Hill,3207.0,VIC,Australia,8.0,1.0
588,Gunther,Jackman,M,15.0,1963-10-05,Assistant Media Planner,Entertainment,Mass Customer,N,,No,11.0,56.0,62 Cherokee Terrace,2630.0,NSW,Australia,1.0,1.0
589,Duff,Anan,M,76.0,1995-12-07,Compensation Analyst,Financial Services,Mass Customer,N,ì¸ëë°í ë¥´,Yes,1.0,24.0,01736 Saint Paul Way,2154.0,NSW,Australia,11.0,1.0
590,Ddene,Burleton,F,85.0,1988-09-09,Assistant Professor,Health,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,11.0,31.0,9816 Carberry Trail,2036.0,NSW,Australia,11.0,1.0
591,Sydney,Endacott,M,16.0,1974-10-02,Business Systems Development Analyst,Entertainment,Affluent Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,16.0,45.0,36912 Gina Pass,2133.0,NSW,Australia,11.0,1.0
592,Edik,Connichie,M,73.0,1992-09-24,VP Sales,Manufacturing,Mass Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,2.0,27.0,86857 Hoepker Lane,4300.0,QLD,Australia,8.0,1.0
593,Eugenius,Packe,M,64.0,1984-08-07,Structural Analysis Engineer,,Mass Customer,N,NIL,No,4.0,35.0,8435 Arkansas Terrace,2340.0,NSW,Australia,4.0,1.0
594,Humfrey,Frankland,M,74.0,1980-07-22,Office Assistant II,,Mass Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,13.0,39.0,25 Novick Center,2010.0,NSW,Australia,9.0,1.0
595,Nikola,Jeanon,M,72.0,1973-05-12,VP Marketing,Financial Services,Mass Customer,N,á ,No,22.0,46.0,0278 Elka Place,4305.0,QLD,Australia,4.0,1.0
596,Sue,Chapelhow,F,9.0,1968-10-20,Recruiter,Property,Affluent Customer,N,nil,No,13.0,51.0,067 Cottonwood Park,4340.0,QLD,Australia,2.0,1.0
597,Cassandra,Aucoate,F,6.0,1954-12-10,Recruiter,Manufacturing,Mass Customer,N,ð¾ ð ð ð ð ð ð ð,No,6.0,65.0,60010 Knutson Road,3137.0,VIC,Australia,7.0,1.0
598,Zebulen,Swadon,M,25.0,1967-06-27,Financial Advisor,Financial Services,High Net Worth,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,12.0,52.0,945 Hayes Park,2075.0,NSW,Australia,12.0,1.0
599,Ernestus,Cruden,U,48.0,,Senior Financial Analyst,Financial Services,Mass Customer,N,,Yes,,0.0,86 Huxley Parkway,3068.0,VIC,Australia,8.0,1.0
600,Duke,Allnatt,M,65.0,1974-05-10,Nurse,Argiculture,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,8.0,45.0,0 Rigney Way,2148.0,NSW,Australia,8.0,1.0
601,Ken,Renfree,M,56.0,1992-12-04,Senior Quality Engineer,Retail,High Net Worth,N,"""'",Yes,4.0,27.0,71 Meadow Ridge Parkway,2539.0,NSW,Australia,11.0,1.0
602,Lebbie,Bruck,F,0.0,1992-03-28,Office Assistant II,,High Net Worth,N,åè£½æ¼¢èª,Yes,9.0,27.0,506 Iowa Center,4580.0,QLD,Australia,3.0,1.0
603,Alidia,Durrett,F,28.0,1987-04-18,Marketing Assistant,Financial Services,Affluent Customer,N,âªâªtestâª,No,11.0,32.0,846 Clove Junction,4300.0,QLD,Australia,5.0,1.0
604,Mella,Petrovsky,F,72.0,1998-02-10,Help Desk Operator,IT,Affluent Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,3.0,21.0,07 Pepper Wood Way,2750.0,NSW,Australia,8.0,1.0
605,Bart,Creenan,M,13.0,1972-03-26,Electrical Engineer,Manufacturing,Mass Customer,N,<script>alert('hi')</script>,Yes,5.0,47.0,425 Thierer Junction,2761.0,NSW,Australia,8.0,1.0
606,Filia,Rosson,F,62.0,1989-07-16,Chemical Engineer,Manufacturing,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,2.0,30.0,876 Ridgeview Circle,2566.0,NSW,Australia,8.0,1.0
607,Adelaida,Redmond,F,55.0,1976-08-10,Dental Hygienist,Health,Mass Customer,N,-1.00E+02,No,15.0,43.0,00164 Canary Drive,2041.0,NSW,Australia,11.0,1.0
608,Alisun,Heinecke,F,55.0,1980-01-08,Accounting Assistant I,Retail,High Net Worth,N,â,Yes,12.0,39.0,61 Talmadge Lane,4504.0,QLD,Australia,6.0,1.0
609,Margalit,Dorwood,F,32.0,2000-11-06,Computer Systems Analyst II,Health,Mass Customer,N,ì¸ëë°í ë¥´,No,1.0,19.0,55 Birchwood Alley,2176.0,NSW,Australia,9.0,1.0
610,Hyatt,Craine,M,45.0,1958-03-16,Help Desk Technician,Financial Services,Mass Customer,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,15.0,61.0,3785 Dapin Drive,2036.0,NSW,Australia,6.0,1.0
611,Otto,Huriche,M,58.0,1986-12-20,Help Desk Technician,Manufacturing,Mass Customer,N,"<>?:""{}|_+",Yes,16.0,33.0,83 Ryan Hill,4551.0,QLD,Australia,8.0,1.0
612,Grange,Skillington,M,50.0,1962-01-12,GIS Technical Architect,Health,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,14.0,57.0,679 Huxley Trail,2087.0,NSW,Australia,11.0,1.0
613,Carolann,O'Hallagan,F,4.0,1989-11-14,Analyst Programmer,Property,High Net Worth,N,1.00E+02,No,17.0,30.0,2 Hoffman Way,2212.0,NSW,Australia,9.0,1.0
614,Nonnah,Johns,F,45.0,1995-09-12,,Manufacturing,Mass Customer,N,1.00E+02,Yes,11.0,24.0,786 Rowland Court,2035.0,NSW,Australia,11.0,1.0
615,Rebeca,Martonfi,F,93.0,1956-05-11,Human Resources Assistant I,Property,Mass Customer,N,,No,19.0,63.0,375 Drewry Alley,4120.0,QLD,Australia,9.0,1.0
616,Perl,Bysaker,F,36.0,1995-07-13,,Health,High Net Worth,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,6.0,24.0,608 Basil Alley,2306.0,NSW,Australia,4.0,1.0
617,Idell,Cole,F,81.0,1960-08-01,Director of Sales,Property,Mass Customer,N,',No,15.0,59.0,9 Schmedeman Hill,4075.0,QLD,Australia,7.0,1.0
618,Lucho,Mitie,M,17.0,1962-04-05,Electrical Engineer,Manufacturing,Affluent Customer,N,Ù¡Ù¢Ù£,Yes,18.0,57.0,95022 Roth Terrace,3975.0,VIC,Australia,7.0,1.0
619,Finn,Dahlman,M,39.0,1977-08-14,Speech Pathologist,Property,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,20.0,42.0,66897 Pawling Circle,2066.0,NSW,Australia,9.0,1.0
620,Willy,Langley,F,54.0,1973-03-26,Financial Analyst,Financial Services,Mass Customer,N,â©testâ©,Yes,5.0,46.0,1 Thackeray Crossing,4114.0,QLD,Australia,3.0,1.0
621,Constantin,Giacobbo,M,78.0,1964-11-29,Systems Administrator III,,High Net Worth,N,âââ,No,14.0,55.0,363 Schiller Court,2763.0,NSW,Australia,7.0,1.0
622,Arri,Lamden,M,18.0,1968-10-18,,Financial Services,Mass Customer,N,âªâªtestâª,No,17.0,51.0,1923 Fisk Lane,4341.0,QLD,Australia,3.0,1.0
623,Hazel,Brokenshire,M,52.0,1988-04-23,Health Coach II,Property,High Net Worth,N,ð¾ ð ð ð ð ð ð ð,No,4.0,31.0,4 Loeprich Avenue,4022.0,QLD,Australia,3.0,1.0
624,Winny,Girtin,M,44.0,1976-01-13,Research Assistant II,Manufacturing,Mass Customer,N,1/0,Yes,13.0,43.0,575 Prentice Road,2168.0,NSW,Australia,8.0,1.0
625,Abra,Probets,F,33.0,1974-11-27,Assistant Media Planner,Entertainment,High Net Worth,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,7.0,45.0,8 Melrose Road,4116.0,QLD,Australia,7.0,1.0
626,Albrecht,Forty,M,12.0,1992-11-24,Geological Engineer,Manufacturing,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,2.0,27.0,226 Rowland Street,4178.0,QLD,Australia,7.0,1.0
627,Shanta,Knill,F,24.0,1970-09-24,,,High Net Worth,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,10.0,49.0,6 Springs Junction,4123.0,QLD,Australia,5.0,1.0
628,Mallissa,Gillespie,F,14.0,1981-10-24,Actuary,Financial Services,Mass Customer,N,-1.00E+02,No,13.0,38.0,4744 Garrison Drive,4132.0,QLD,Australia,4.0,1.0
629,Basil,Brellin,M,29.0,1960-12-06,Chemical Engineer,Manufacturing,High Net Worth,N,"__ï¾(,_,*)",No,6.0,59.0,64 Nelson Drive,4820.0,QLD,Australia,1.0,1.0
630,D'arcy,Rowden,M,90.0,1986-08-11,Statistician III,Property,Affluent Customer,N,1,Yes,17.0,33.0,87 Linden Park,2153.0,NSW,Australia,10.0,1.0
631,Ortensia,Dronsfield,F,33.0,1966-09-14,Computer Systems Analyst I,Health,Affluent Customer,N,,No,17.0,53.0,329 Glacier Hill Alley,3076.0,VIC,Australia,8.0,1.0
632,Angeli,O'Hegertie,M,67.0,1998-04-26,General Manager,Health,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,1.0,21.0,725 Cordelia Junction,3028.0,VIC,Australia,8.0,1.0
633,Alair,Hopkins,M,51.0,1986-03-12,Nurse,,High Net Worth,N,,Yes,11.0,33.0,32 Cody Place,4035.0,QLD,Australia,8.0,1.0
634,Melonie,Zisneros,F,35.0,1978-01-30,Speech Pathologist,Manufacturing,Mass Customer,N,1,No,15.0,41.0,04 Namekagon Pass,2326.0,NSW,Australia,3.0,1.0
635,Joelle,Prior,F,78.0,1976-09-25,Programmer Analyst IV,,Mass Customer,N,0/0,Yes,9.0,43.0,165 Petterle Place,2145.0,NSW,Australia,8.0,1.0
636,Alejandrina,Canavan,F,42.0,1971-09-02,Systems Administrator II,,Mass Customer,N,0,No,19.0,48.0,8 Golf Drive,2747.0,NSW,Australia,9.0,1.0
637,Mercy,Wilsone,F,60.0,1976-09-23,Health Coach I,Health,High Net Worth,N,Ù¡Ù¢Ù£,No,13.0,43.0,9427 Tennyson Plaza,2759.0,NSW,Australia,8.0,1.0
638,Joey,Ledram,M,19.0,1967-04-29,,Manufacturing,High Net Worth,N,ã,No,13.0,52.0,8300 Vermont Center,3429.0,VIC,Australia,6.0,1.0
639,Mayor,Ismay,M,51.0,1974-06-03,Nuclear Power Engineer,Manufacturing,Mass Customer,N,á,No,16.0,45.0,44 Upham Crossing,2148.0,NSW,Australia,7.0,1.0
640,Galvin,O'Keenan,M,12.0,1975-07-12,Librarian,Entertainment,High Net Worth,N,0,Yes,10.0,44.0,18 Forest Avenue,2204.0,NSW,Australia,9.0,1.0
641,Foster,Haysar,M,86.0,1974-11-21,Accounting Assistant I,Manufacturing,Affluent Customer,N,"''''""",No,3.0,45.0,049 Michigan Parkway,3337.0,VIC,Australia,6.0,1.0
642,Les,Mines,M,9.0,1972-12-19,Automation Specialist IV,Property,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,12.0,47.0,831 Hayes Park,4218.0,QLD,Australia,8.0,1.0
643,Carolee,Butters,F,48.0,1982-12-29,Assistant Media Planner,Entertainment,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,10.0,37.0,491 Merry Crossing,3011.0,VIC,Australia,4.0,1.0
644,Tomlin,Hastwall,M,59.0,1999-12-22,Administrative Officer,Health,Affluent Customer,N,á,No,2.0,20.0,598 Randy Way,2380.0,NSW,Australia,1.0,1.0
645,Randolf,Durant,M,50.0,1971-04-01,Analyst Programmer,,High Net Worth,N,âââ,No,11.0,48.0,5873 Hagan Park,3015.0,VIC,Australia,10.0,1.0
646,Rowena,Parchment,F,3.0,1973-07-22,Human Resources Manager,Manufacturing,Affluent Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,13.0,46.0,3 Erie Hill,3564.0,VIC,Australia,2.0,1.0
647,Stanislas,Baildon,M,61.0,1957-01-23,Assistant Manager,Retail,Mass Customer,N,âªâªtestâª,Yes,10.0,62.0,678 Old Gate Pass,3171.0,VIC,Australia,9.0,1.0
648,Gardiner,Nutley,M,86.0,1978-06-04,Accountant II,Financial Services,Mass Customer,N,ï¼ï¼ï¼,Yes,9.0,41.0,9 Mayfield Road,4551.0,QLD,Australia,7.0,1.0
649,Krissie,Dinan,F,23.0,1974-12-07,Legal Assistant,Financial Services,Mass Customer,N,á,Yes,10.0,45.0,41759 Crowley Circle,2560.0,NSW,Australia,8.0,1.0
650,Matthew,Petschelt,M,81.0,1977-10-24,Assistant Manager,Health,Mass Customer,N,,No,13.0,42.0,9892 Dennis Alley,2565.0,NSW,Australia,7.0,1.0
651,Minni,Deegin,F,76.0,1973-10-24,Tax Accountant,Health,Affluent Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,13.0,46.0,58729 Moland Trail,2035.0,NSW,Australia,12.0,1.0
652,Edee,Stoker,F,62.0,1996-11-24,Staff Scientist,Financial Services,High Net Worth,N,,Yes,1.0,23.0,36360 Coleman Trail,3850.0,VIC,Australia,3.0,1.0
653,Maxy,Hurles,M,68.0,1968-01-28,Graphic Designer,Financial Services,Affluent Customer,N,(ï½¡â â âï½¡),Yes,19.0,51.0,67 Aberg Hill,2519.0,NSW,Australia,4.0,1.0
654,Noelani,Andreuzzi,F,2.0,1993-05-19,Administrative Officer,Manufacturing,Affluent Customer,N,-0.5,No,5.0,26.0,88 La Follette Way,2166.0,NSW,Australia,8.0,1.0
655,Stuart,Gebhardt,M,64.0,1974-11-25,General Manager,Manufacturing,Affluent Customer,N,<script>alert('hi')</script>,Yes,19.0,45.0,2884 Welch Lane,3807.0,VIC,Australia,8.0,1.0
656,Marty,Lebreton,F,80.0,1978-11-17,Automation Specialist III,Manufacturing,High Net Worth,N,0/0,Yes,8.0,41.0,60 Meadow Vale Hill,3032.0,VIC,Australia,5.0,1.0
657,Hoyt,,M,66.0,1993-02-18,Safety Technician II,Manufacturing,Affluent Customer,N,-1.00E+02,No,10.0,26.0,9912 Eagle Crest Lane,4800.0,QLD,Australia,7.0,1.0
658,Donn,Bonnell,M,38.0,1944-01-24,Tax Accountant,Manufacturing,Affluent Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,8.0,75.0,355 Thackeray Circle,3025.0,VIC,Australia,9.0,1.0
659,Natalee,Stringman,F,44.0,1979-10-09,,Financial Services,Affluent Customer,N,,Yes,15.0,40.0,56 Anniversary Avenue,2121.0,NSW,Australia,12.0,1.0
660,Stormi,,F,82.0,1995-07-29,Geological Engineer,Manufacturing,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,6.0,24.0,14 Autumn Leaf Avenue,2570.0,NSW,Australia,10.0,1.0
661,Cinderella,Haslen,F,35.0,1988-05-07,Sales Associate,IT,High Net Worth,N,1.00E+96,No,14.0,31.0,30274 Graedel Way,2577.0,NSW,Australia,7.0,1.0
662,Bonnibelle,Imos,F,41.0,1967-07-04,Chemical Engineer,Manufacturing,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,Yes,5.0,52.0,74013 Mesta Terrace,3084.0,VIC,Australia,9.0,1.0
663,Massimo,Seymour,M,27.0,1997-07-17,VP Sales,Property,Affluent Customer,N,nil,Yes,3.0,22.0,15 Lindbergh Center,2199.0,NSW,Australia,9.0,1.0
664,Mathe,Scatcher,M,38.0,1994-10-05,Research Nurse,Health,High Net Worth,N,-1.00E+02,No,4.0,25.0,3 Corscot Hill,4870.0,QLD,Australia,5.0,1.0
665,Chan,Kirckman,M,82.0,1997-04-19,Human Resources Assistant I,,Mass Customer,N,1.00E+96,No,5.0,22.0,77006 Nelson Point,4171.0,QLD,Australia,10.0,1.0
666,Anselma,Ricardon,F,82.0,1983-11-01,Social Worker,Health,High Net Worth,N,00ËÆ$-,Yes,15.0,36.0,25 Mesta Plaza,3975.0,VIC,Australia,8.0,1.0
667,Nicoline,Samwayes,F,62.0,1994-03-19,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,ï¼ï¼ï¼,Yes,3.0,25.0,1349 Namekagon Crossing,2134.0,NSW,Australia,12.0,1.0
668,Ebony,Threadgall,F,61.0,1966-08-26,Junior Executive,Health,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,7.0,53.0,186 Shasta Avenue,2066.0,NSW,Australia,9.0,1.0
669,Fleur,Whittlesea,F,73.0,1980-11-02,Research Associate,,Mass Customer,N,â£,No,3.0,39.0,48 Warbler Road,4053.0,QLD,Australia,7.0,1.0
670,Janifer,Pountain,F,75.0,1992-11-09,Business Systems Development Analyst,Retail,Affluent Customer,N,-$1.00,No,8.0,27.0,756 Farragut Place,4740.0,QLD,Australia,2.0,1.0
671,Aristotle,Vanni,M,49.0,1984-07-25,,Argiculture,Mass Customer,N,â¦testâ§,No,5.0,35.0,197 Mifflin Hill,2260.0,NSW,Australia,10.0,1.0
672,Kleon,Pallatina,M,53.0,1977-01-12,Analog Circuit Design manager,Retail,High Net Worth,N,-$100.00,No,12.0,42.0,618 Independence Pass,2800.0,NSW,Australia,1.0,1.0
673,Artie,Ommanney,M,35.0,1975-06-27,VP Sales,Health,Mass Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,Yes,4.0,44.0,2836 Morning Drive,2304.0,NSW,Australia,7.0,1.0
674,Dalila,Rosel,F,61.0,1954-08-22,Developer II,,Mass Customer,N,â©testâ©,No,5.0,65.0,8 Lawn Hill,3752.0,VIC,Australia,7.0,1.0
675,Sharl,Wiggin,F,37.0,1976-12-19,Administrative Assistant I,Financial Services,Mass Customer,N,â°â´âµ,Yes,17.0,43.0,99 Cascade Crossing,2048.0,NSW,Australia,12.0,1.0
